出表日期,年度,季別,公司代號,公司名稱,產業別,基本每股盈餘,普通股每股面額,營業收入,營業利益,營業外收入及支出,稅後淨利
1111004,111,2,6177,達麗建設事業股份有限公司,建材營造,2.36,10.0000,6897866.00,1107922.00,-1633.00,914028.00
1111004,111,2,6183,關貿網路股份有限公司,資訊服務業,1.91,10.0000,1148476.00,345824.00,9168.00,287002.00
1111004,111,2,6184,大豐有線電視股份有限公司,其他,2.03,10.0000,994351.00,365867.00,-3829.00,301262.00
1111004,111,2,6189,豐藝電子股份有限公司,電子通路業,2.82,10.0000,16190894.00,521590.00,213679.00,584799.00
1111004,111,2,6191,精成科技股份有限公司,電子零組件業,2.62,10.0000,12031296.00,1178774.00,490338.00,1251668.00
1111004,111,2,6192,巨路國際股份有限公司,其他電子業,3.91,10.0000,3222090.00,556528.00,28010.00,417315.00
1111004,111,2,6196,帆宣系統科技股份有限公司,其他電子業,4.41,10.0000,21491469.00,1220274.00,-16801.00,830470.00
1111004,111,2,6197,佳必琪國際股份有限公司,電子零組件業,1.44,10.0000,2011534.00,177355.00,38664.00,176212.00
1111004,111,2,6201,亞弘電科技股份有限公司,其他電子業,1.67,10.0000,1414460.00,101674.00,54986.00,149119.00
1111004,111,2,6202,盛群半導體股份有限公司,半導體業,3.84,10.0000,3583754.00,932999.00,168776.00,884177.00
1111004,111,2,6205,詮欣股份有限公司,電子零組件業,1.91,10.0000,947488.00,157156.00,35321.00,151837.00
1111004,111,2,6206,飛捷科技股份有限公司,電腦及週邊設備業,4.41,10.0000,3157646.00,669282.00,61724.00,621290.00
1111004,111,2,6209,今國光學工業股份有限公司,光電業,0.07,10.0000,1828095.00,-68338.00,64634.00,11893.00
1111004,111,2,6213,聯茂電子股份有限公司,電子零組件業,3.25,10.0000,15914713.00,1093525.00,478460.00,1243815.00
1111004,111,2,6214,精誠資訊股份有限公司,資訊服務業,1.90,10.0000,15411093.00,736394.00,-105272.00,480562.00
1111004,111,2,6215,和椿科技股份有限公司,其他電子業,1.56,10.0000,1028267.00,107025.00,66276.00,127973.00
1111004,111,2,6216,居易科技股份有限公司,通信網路業,1.58,10.0000,592670.00,121884.00,53172.00,140045.00
1111004,111,2,6224,聚鼎科技股份有限公司,電子零組件業,0.50,10.0000,1522501.00,-103163.00,78656.00,-69835.00
1111004,111,2,6225,天瀚科技股份有限公司,光電業,-0.06,10.0000,14239.00,-2055.00,-444.00,-2499.00
1111004,111,2,6226,光鼎電子股份有限公司,光電業,0.17,10.0000,550213.00,-2612.00,32030.00,23082.00
1111004,111,2,6230,尼得科超眾科技股份有限公司,電腦及週邊設備業,1.51,10.0000,5191804.00,169195.00,53506.00,130395.00
1111004,111,2,6235,華孚科技股份有限公司,電腦及週邊設備業,0.61,10.0000,1848009.00,112629.00,-3171.00,105663.00
1111004,111,2,6239,力成科技股份有限公司,半導體業,6.59,10.0000,44093974.00,7485839.00,615832.00,6343243.00
1111004,111,2,6243,迅杰科技股份有限公司,半導體業,1.16,10.0000,384778.00,5198.00,46114.00,51312.00
1111004,111,2,6257,矽格股份有限公司,半導體業,4.00,10.0000,9773831.00,2240581.00,378988.00,2087207.00
1111004,111,2,6269,台郡科技股份有限公司,電子零組件業,3.23,10.0000,16804083.00,826102.00,467034.00,1071573.00
1111004,111,2,6271,同欣電子工業股份有限公司,半導體業,10.67,10.0000,7071151.00,1869090.00,450094.00,1905981.00
1111004,111,2,6277,宏正自動科技股份有限公司,電腦及週邊設備業,2.49,10.0000,2522286.00,348322.00,17373.00,298429.00
1111004,111,2,6278,台灣表面黏著科技股份有限公司,光電業,7.05,10.0000,33510698.00,2638114.00,-17808.00,2069353.00
1111004,111,2,6281,全國電子股份有限公司,電子通路業,3.38,10.0000,11056811.00,421816.00,-2619.00,335357.00
1111004,111,2,6282,康舒科技股份有限公司,電子零組件業,0.70,10.0000,12759554.00,355586.00,104175.00,378919.00
1111004,111,2,6283,淳安電子股份有限公司,其他電子業,0.05,10.0000,971702.00,-35252.00,64470.00,16552.00
1111004,111,2,6285,啟碁科技股份有限公司,通信網路業,2.20,10.0000,39631484.00,848477.00,196953.00,860837.00
1111004,111,2,6288,聯嘉光電股份有限公司,汽車工業,0.07,10.0000,1949833.00,-73157.00,78319.00,11992.00
1111004,111,2,6405,悅城科技股份有限公司,光電業,0.24,10.0000,234960.00,-7675.00,73127.00,15776.00
1111004,111,2,6409,旭隼科技股份有限公司,其他電子業,20.46,10.0000,10621295.00,2118159.00,54923.00,1780609.00
1111004,111,2,6412,群光電能科技股份有限公司,電子零組件業,3.88,10.0000,20763913.00,1718059.00,166581.00,1529056.00
1111004,111,2,6414,樺漢科技股份有限公司,電腦及週邊設備業,7.14,10.0000,51111672.00,1865196.00,736321.00,1857574.00
1111004,111,2,6415,矽力杰股份有限公司,半導體業,9.72, 2.5000,12821732.00,3822263.00,361687.00,3806613.00
1111004,111,2,6416,瑞祺電通股份有限公司,通信網路業,2.70,10.0000,2382320.00,224896.00,48720.00,205790.00
1111004,111,2,6426,統新光訊股份有限公司,通信網路業,1.41,10.0000,354543.00,47401.00,20310.00,54143.00
1111004,111,2,6431,光麗生技控股股份有限公司,生技醫療業,-0.97,10.0000,122111.00,-72135.00,3896.00,-56557.00
1111004,111,2,6438,迅得機械股份有限公司,其他電子業,4.57,10.0000,2686617.00,381805.00,28341.00,321294.00
1111004,111,2,6442,光紅建聖股份有限公司,通信網路業,2.38,10.0000,1476663.00,128545.00,81888.00,157700.00
1111004,111,2,6443,晶太陽能科技股份有限公司,光電業,0.10,10.0000,3897088.00,84698.00,-48518.00,43272.00
1111004,111,2,6449,鈺邦科技股份有限公司,電子零組件業,2.23,10.0000,1336738.00,147831.00,119341.00,198160.00
1111004,111,2,6451,訊芯科技控股股份有限公司,半導體業,0.49,10.0000,2092015.00,-161183.00,94558.00,44544.00
1111004,111,2,6456,GIS Holding Limited,光電業,3.50,10.0000,57145651.00,1084096.00,240277.00,1152144.00
1111004,111,2,6464,台灣數位光訊科技股份有限公司,其他,3.87,10.0000,2174830.00,739590.00,-64920.00,522348.00
1111004,111,2,6477,安集科技股份有限公司,光電業,0.41,10.0000,1397064.00,85909.00,-26777.00,48272.00
1111004,111,2,6491,晶碩光學股份有限公司,生技醫療業,10.03,10.0000,2903104.00,825755.00,2607.00,699942.00
1111004,111,2,6504,南六企業股份有限公司,其他,0.67,10.0000,2829799.00,-26458.00,124399.00,48759.00
1111004,111,2,6505,台塑石化股份有限公司,油電燃氣業,3.21,10.0000,424837198.00,33982906.00,4152530.00,30565762.00
1111004,111,2,6515,穎崴科技股份有限公司,半導體業,9.64,10.0000,1857983.00,382812.00,23627.00,327659.00
1111004,111,2,6525,捷敏股份有限公司,半導體業,4.03,10.0000,2639712.00,444089.00,189091.00,520558.00
1111004,111,2,6531,愛普科技股份有限公司,半導體業,7.38, 5.0000,3083378.00,992699.00,507844.00,1179140.00
1111004,111,2,6533,晶心科技股份有限公司,半導體業,3.88,10.0000,351167.00,-71538.00,274404.00,196317.00
1111004,111,2,6541,泰福生技股份有限公司,生技醫療業,-2.15,10.0000,6169.00,-749360.00,-9520.00,-758903.00
1111004,111,2,6550,北極星藥業集團股份有限公司,生技醫療業,-0.77,10.0000,5170.00,-530997.00,-24521.00,-555563.00
1111004,111,2,6552,易華電子股份有限公司,半導體業,1.54,10.0000,1327959.00,114129.00,50155.00,127848.00
1111004,111,2,6558,興能高科技股份有限公司,其他電子業,-0.44,10.0000,587873.00,-78667.00,25803.00,-41472.00
1111004,111,2,6573,虹揚發展科技股份有限公司,半導體業,-0.93,10.0000,673715.00,-103193.00,19111.00,-85127.00
1111004,111,2,6579,研揚科技股份有限公司,電腦及週邊設備業,3.94,10.0000,4037143.00,579173.00,18409.00,458627.00
1111004,111,2,6581,台灣鋼聯股份有限公司,其他,4.86,10.0000,1278784.00,663669.00,14452.00,540576.00
1111004,111,2,6582,申豐特用應材股份有限公司,橡膠工業,1.16,10.0000,1105897.00,213045.00,28225.00,123194.00
1111004,111,2,6585,鼎基先進材料股份有限公司,其他,2.21,10.0000,1330328.00,138463.00,31000.00,140271.00
1111004,111,2,6591,動力科技股份有限公司,電腦及週邊設備業,5.48,10.0000,1011129.00,209704.00,55475.00,176058.00
1111004,111,2,6592,和潤企業股份有限公司,其他,3.47,10.0000,10647469.00,2387910.00,238752.00,1987450.00
1111004,111,2,6598,Applied BioCode Corporation,生技醫療業,-1.29,10.0000,161801.00,-106630.00,1243.00,-105410.00
1111004,111,2,6605,帝寶工業股份有限公司,汽車工業,5.56,10.0000,8174586.00,918756.00,171758.00,912201.00
1111004,111,2,6625,必應創造股份有限公司,其他,-1.74,10.0000,320710.00,-67589.00,-9428.00,-78460.00
1111004,111,2,6641,基士德科技股份有限公司,其他,2.37,10.0000,900299.00,43856.00,46946.00,84715.00
1111004,111,2,6655,科定企業股份有限公司,其他,3.21,10.0000,1069590.00,229192.00,37639.00,224926.00
1111004,111,2,6666,羅麗芬控股股份有限公司,生技醫療業,1.40,10.0000,460368.00,52707.00,23586.00,65373.00
1111004,111,2,6668,中揚光電股份有限公司,光電業,-1.81,10.0000,634133.00,-164047.00,30580.00,-132898.00
1111004,111,2,6669,緯穎科技服務股份有限公司,電腦及週邊設備業,33.79,10.0000,125762642.00,7488914.00,-1157.00,5908582.00
1111004,111,2,6670,復盛應用科技股份有限公司,其他,17.88,10.0000,16455507.00,2666159.00,486803.00,2482354.00
1111004,111,2,6671,三能集團控股股份有限公司,其他,1.02,10.0000,912800.00,89505.00,1599.00,61455.00
1111004,111,2,6672,騰輝電子國際集團股份有限公司,電子零組件業,3.64,10.0000,3175252.00,279419.00,21608.00,257276.00
1111004,111,2,6674,鋐寶科技股份有限公司,通信網路業,-0.12,10.0000,1424738.00,-17598.00,5547.00,-7975.00
1111004,111,2,6689,伊雲谷數位科技股份有限公司,其他電子業,0.98,10.0000,4197624.00,73059.00,-1605.00,58590.00
1111004,111,2,6691,洋基工程股份有限公司,其他電子業,10.91,10.0000,6294174.00,931959.00,14022.00,740858.00
1111004,111,2,6698,旭暉應用材料股份有限公司,其他電子業,0.09,10.0000,609899.00,31473.00,80.00,24348.00
1111004,111,2,6706,惠特科技股份有限公司,光電業,9.43,10.0000,3288934.00,613682.00,223313.00,693222.00
1111004,111,2,6715,嘉基科技股份有限公司,電子零組件業,4.13,10.0000,1585603.00,309616.00,48692.00,258022.00
1111004,111,2,6719,力智電子股份有限公司,半導體業,10.93,10.0000,3579913.00,951102.00,126105.00,850085.00
1111004,111,2,6743,安普新股份有限公司,其他電子業,0.30,10.0000,2911931.00,21415.00,62330.00,46130.00
1111004,111,2,6754,匯僑室內裝修設計股份有限公司,其他,1.47,10.0000,2119469.00,122724.00,33497.00,96944.00
1111004,111,2,6756,威鋒電子股份有限公司,半導體業,7.95,10.0000,1865672.00,554218.00,93731.00,544068.00
1111004,111,2,6768,志強國際企業股份有限公司,其他,4.09,10.0000,8528470.00,942627.00,56164.00,800140.00
1111004,111,2,6770,力晶積成電子製造股份有限公司,半導體業,3.80,10.0000,42540459.00,17131723.00,-21786.00,13644394.00
1111004,111,2,6776,展碁國際股份有限公司,電子通路業,2.31,10.0000,11865932.00,266771.00,8126.00,214434.00
1111004,111,2,6781,"AES Holding Co., Ltd.",電子零組件業,18.56,10.0000,7590404.00,1964146.00,38961.00,1585333.00
1111004,111,2,6789,采鈺科技股份有限公司,半導體業,3.91,10.0000,4945967.00,1384270.00,7364.00,1146922.00
1111004,111,2,6790,永豐餘消費品實業股份有限公司,造紙工業,1.50,10.0000,4880705.00,547511.00,-20326.00,404211.00
1111004,111,2,6792,詠業科技股份有限公司,通信網路業,3.17,10.0000,828359.00,167293.00,14178.00,151760.00
1111004,111,2,6796,晉弘科技股份有限公司,生技醫療業,1.00,10.0000,228768.00,20482.00,17152.00,30604.00
1111004,111,2,6799,來頡科技股份有限公司,半導體業,4.53,10.0000,643113.00,207157.00,10725.00,170950.00
1111004,111,2,6806,森崴能源股份有限公司,其他,0.50,10.0000,2105112.00,91316.00,24644.00,87650.00
1111004,111,2,6807,峰源集團股份有限公司,其他,1.09,10.0000,2105012.00,-16878.00,72229.00,52894.00
1111004,111,2,6830,汎銓科技股份有限公司,其他電子業,2.44,10.0000,795493.00,148711.00,-3876.00,100902.00
1111004,111,2,6834,天二科技股份有限公司,電子零組件業,1.31,10.0000,652319.00,82457.00,35467.00,104441.00
1111004,111,2,6854,PlayNitride Inc.,半導體業,-2.23,10.0000,182930.00,-366080.00,141015.00,-225065.00
1111004,111,2,8011,台通光電股份有限公司,通信網路業,-1.05,10.0000,824578.00,-159199.00,-21323.00,-178746.00
1111004,111,2,8016,矽創電子股份有限公司,半導體業,20.94,10.0000,10130826.00,3397673.00,220704.00,2942894.00
1111004,111,2,8021,尖點科技股份有限公司,其他電子業,1.59,10.0000,1810188.00,283495.00,12596.00,243229.00
1111004,111,2,8028,昇陽國際半導體股份有限公司,半導體業,1.08,10.0000,1457104.00,136526.00,43663.00,160065.00
1111004,111,2,8033,雷虎科技股份有限公司,其他,0.02,10.0000,509544.00,2837.00,12318.00,9085.00
1111004,111,2,8039,台虹科技股份有限公司,電子零組件業,2.07,10.0000,4489222.00,367199.00,186096.00,434975.00
1111004,111,2,8046,南亞電路板股份有限公司,電子零組件業,13.54,10.0000,29747370.00,10168748.00,1123075.00,8748096.00
1111004,111,2,8070,長華電材股份有限公司,電子通路業,1.64, 1.0000,11474910.00,1856573.00,486110.00,1850149.00
1111004,111,2,8072,陞泰科技股份有限公司,電子通路業,0.62,10.0000,651371.00,19339.00,54787.00,58094.00
1111004,111,2,8081,致新科技股份有限公司,半導體業,15.49,10.0000,4920250.00,1461034.00,209171.00,1380648.00
1111004,111,2,8101,華冠通訊股份有限公司,通信網路業,-0.09,10.0000,197660.00,-132951.00,113380.00,-19571.00
1111004,111,2,8103,瀚荃股份有限公司,電子零組件業,2.66,10.0000,2059269.00,251071.00,76973.00,207908.00
1111004,111,2,8104,錸寶科技股份有限公司,光電業,0.04,10.0000,1141116.00,26804.00,9694.00,6081.00
1111004,111,2,8105,凌巨科技股份有限公司,光電業,0.72,10.0000,5195386.00,133314.00,189839.00,319012.00
1111004,111,2,8110,華東科技股份有限公司,半導體業,0.09,10.0000,4722309.00,147110.00,-50415.00,-7262.00
1111004,111,2,8112,至上電子股份有限公司,電子通路業,3.74,10.0000,100572002.00,2633557.00,-368823.00,1640095.00
1111004,111,2,8114,振樺電子股份有限公司,電腦及週邊設備業,6.13,10.0000,5574496.00,704806.00,4957.00,516262.00
1111004,111,2,8131,福懋科技股份有限公司,半導體業,2.59,10.0000,5261728.00,1000211.00,401101.00,1146446.00
1111004,111,2,8150,南茂科技股份有限公司,半導體業,3.50,10.0000,13576959.00,2509148.00,537871.00,2545287.00
1111004,111,2,8163,達方電子股份有限公司,電腦及週邊設備業,1.91,10.0000,15169017.00,828393.00,28648.00,663526.00
1111004,111,2,8201,無敵科技股份有限公司,其他電子業,-0.65,10.0000,349923.00,-51844.00,11557.00,-40281.00
1111004,111,2,8210,勤誠興業股份有限公司,電腦及週邊設備業,3.36,10.0000,4870556.00,452024.00,91631.00,403712.00
1111004,111,2,8213,志超科技股份有限公司,電子零組件業,3.06,10.0000,13057542.00,1000066.00,218077.00,869848.00
1111004,111,2,8215,明基材料股份有限公司,光電業,1.73,10.0000,8275740.00,451475.00,196867.00,549899.00
1111004,111,2,8222,寶一科技股份有限公司,電機機械,-0.08,10.0000,214065.00,-31261.00,25695.00,-5566.00
1111004,111,2,8249,菱光科技股份有限公司,電子零組件業,0.81,10.0000,1970792.00,160347.00,-9202.00,90643.00
1111004,111,2,8261,富鼎先進電子股份有限公司,半導體業,6.59,10.0000,2294871.00,611543.00,116325.00,574006.00
1111004,111,2,8271,宇瞻科技股份有限公司,半導體業,3.01,10.0000,4416320.00,381130.00,-2820.00,305296.00
1111004,111,2,8341,日友環保科技股份有限公司,其他,4.47,10.0000,1961053.00,639345.00,11430.00,495504.00
1111004,111,2,8367,建新國際股份有限公司,航運業,0.84,10.0000,1117194.00,204057.00,-101091.00,48093.00
1111004,111,2,8374,羅昇企業股份有限公司,電機機械,0.74,10.0000,1974537.00,88055.00,32002.00,90792.00
1111004,111,2,8404,百和興業股份有限公司(開曼),其他,1.74,10.0000,4687171.00,775227.00,-17386.00,549287.00
1111004,111,2,8411,福貞控股股份有限公司,其他,-0.88,10.0000,3871189.00,47018.00,-175646.00,-153656.00
1111004,111,2,8422,可寧衛股份有限公司,其他,5.70,10.0000,2389107.00,787489.00,1859.00,619187.00
1111004,111,2,8429,金麗集團控股有限公司,貿易百貨,-0.45,10.0000,116537.00,-95964.00,6255.00,-82878.00
1111004,111,2,8438,昶昕實業股份有限公司,其他,1.27,10.0000,2082654.00,78856.00,30388.00,84860.00
1111004,111,2,8442,威宏控股股份有限公司,其他,4.67,10.0000,4088277.00,293819.00,9891.00,280054.00
1111004,111,2,8443,阿瘦實業股份有限公司,貿易百貨,-1.21,10.0000,632432.00,-68136.00,-8184.00,-80952.00
1111004,111,2,8454,富邦媒體科技股份有限公司,貿易百貨,7.59,10.0000,48075867.00,2058089.00,16930.00,1656335.00
1111004,111,2,8462,柏文健康事業股份有限公司,觀光事業,0.90,10.0000,1739881.00,113759.00,-27793.00,68273.00
1111004,111,2,8463,潤泰精密材料股份有限公司,其他,-0.42,10.0000,1680868.00,-6974.00,-13858.00,-38381.00
1111004,111,2,8464,億豐綜合工業股份有限公司,其他,10.80,10.0000,15208670.00,3792593.00,782885.00,3090151.00
1111004,111,2,8466,美吉吉國際股份有限公司,其他,1.92,10.0000,2070972.00,129263.00,33789.00,120986.00
1111004,111,2,8467,波力環球企業股份有限公司,其他,4.57,10.0000,994401.00,215463.00,63629.00,225913.00
1111004,111,2,8473,山林水環境工程股份有限公司,其他,0.72,10.0000,1891244.00,304313.00,-85363.00,151768.00
1111004,111,2,8478,東哥企業股份有限公司,其他,10.55,10.0000,2924894.00,946700.00,31443.00,928203.00
1111004,111,2,8480,泰昇國際(控股)有限公司,其他,1.61,10.0000,740707.00,34615.00,41570.00,63383.00
1111004,111,2,8481,政伸企業股份有限公司,其他,2.89,10.0000,743581.00,203521.00,35285.00,192268.00
1111004,111,2,8482,商億全球控股有限公司,其他,4.23,10.0000,2477258.00,439062.00,70468.00,458324.00
1111004,111,2,8488,吉源控股股份有限公司,其他,-0.32,10.0000,1770875.00,-60106.00,33353.00,-21721.00
1111004,111,2,8499,鼎炫投資控股股份有限公司,其他電子業,7.15,10.0000,1223717.00,406096.00,117106.00,406563.00
1111004,111,2,8926,台灣汽電共生股份有限公司,油電燃氣業,0.20,10.0000,1861379.00,37322.00,125827.00,124480.00
1111004,111,2,8940,新天地國際實業股份有限公司,觀光事業,-0.03,10.0000,419540.00,-1179.00,-1987.00,-1220.00
1111004,111,2,8996,高力熱處理工業股份有限公司,電機機械,1.21,10.0000,1182934.00,124802.00,16920.00,108280.00
1111004,111,2,9802,鈺齊國際股份有限公司,其他,8.06,10.0000,10726966.00,1614971.00,308442.00,1497667.00
1111004,111,2,9902,台火開發股份有限公司,其他,-0.44,10.0000,49326.00,-9934.00,-30258.00,-43574.00
1111004,111,2,9904,寶成工業股份有限公司,其他,3.29,10.0000,135601235.00,4963154.00,9212288.00,12143997.00
1111004,111,2,9905,大華金屬工業股份有限公司,其他,0.78,10.0000,4263042.00,274593.00,40664.00,232649.00
1111004,111,2,9906,欣巴巴事業股份有限公司,建材營造,4.47,10.0000,2171079.00,479237.00,-10962.00,372258.00
1111004,111,2,9907,統一實業股份有限公司,其他,0.95,10.0000,22551891.00,1758934.00,107049.00,1449492.00
1111004,111,2,9908,大台北區瓦斯股份有限公司,油電燃氣業,0.58,10.0000,1708352.00,321130.00,58375.00,299688.00
1111004,111,2,9910,豐泰企業股份有限公司,其他,5.28,10.0000,47158341.00,5674152.00,1205855.00,5016980.00
1111004,111,2,9911,台灣櫻花股份有限公司,其他,2.32,10.0000,4087980.00,561372.00,78785.00,505101.00
1111004,111,2,9912,偉聯科技股份有限公司,電腦及週邊設備業,-0.11,10.0000,309543.00,-12446.00,3322.00,-10299.00
1111004,111,2,9914,美利達工業股份有限公司,其他,7.22,10.0000,16964477.00,1336079.00,1527415.00,2186959.00
1111004,111,2,9917,中興保全科技股份有限公司,其他,2.86,10.0000,7531540.00,1149626.00,372824.00,1273414.00
1111004,111,2,9918,欣欣天然氣股份有限公司,油電燃氣業,0.50,10.0000,1106822.00,253189.00,-112375.00,89208.00
1111004,111,2,9919,康那香企業股份有限公司,其他,-0.47,10.0000,1604403.00,-137459.00,30422.00,-92246.00
1111004,111,2,9921,巨大機械工業股份有限公司,其他,9.66,10.0000,45005231.00,4526100.00,462647.00,3763663.00
1111004,111,2,9924,台灣福興工業股份有限公司,其他,2.12,10.0000,4679517.00,359440.00,173199.00,402268.00
1111004,111,2,9925,台灣新光保全股份有限公司,其他,1.54,10.0000,3792050.00,515179.00,220899.00,624391.00
1111004,111,2,9926,新海瓦斯股份有限公司,油電燃氣業,1.28,10.0000,1209264.00,285168.00,5428.00,230358.00
1111004,111,2,9927,泰銘實業股份有限公司,其他,2.24,10.0000,5018302.00,463196.00,44117.00,376619.00
1111004,111,2,9928,中國電視事業股份有限公司,其他,-0.14,10.0000,404630.00,-41049.00,32434.00,-8615.00
1111004,111,2,9929,秋雨創新股份有限公司,其他,-0.98,10.0000,270951.00,-273.00,-124732.00,-125225.00
1111004,111,2,9930,中聯資源股份有限公司,其他,1.61,10.0000,5791571.00,509629.00,-6971.00,401691.00
1111004,111,2,9931,欣高石油氣股份有限公司,油電燃氣業,0.87,10.0000,667253.00,104745.00,25064.00,96007.00
1111004,111,2,9933,中鼎工程股份有限公司,其他,2.05,10.0000,44803831.00,1995287.00,134204.00,2033448.00
1111004,111,2,9934,成霖企業股份有限公司,其他,-3.03,10.0000,10429498.00,-916906.00,-140843.00,-1085710.00
1111004,111,2,9935,慶豐富實業股份有限公司,其他,0.50,10.0000,2745339.00,59862.00,62164.00,85102.00
1111004,111,2,9937,全國加油站股份有限公司,油電燃氣業,1.08,10.0000,11739104.00,346256.00,72422.00,330766.00
1111004,111,2,9938,台灣百和工業股份有限公司,其他,3.43,10.0000,9300428.00,1792340.00,40316.00,1289889.00
1111004,111,2,9939,宏全國際股份有限公司,其他,4.34,10.0000,12188598.00,1571733.00,80413.00,1302918.00
1111004,111,2,9940,信義房屋股份有限公司,其他,1.07,10.0000,7064012.00,984486.00,7246.00,801266.00
1111004,111,2,9941,裕融企業股份有限公司,其他,6.30,10.0000,17337809.00,4599887.00,-333794.00,3110978.00
1111004,111,2,9942,茂順密封件科技股份有限公司,其他,3.17,10.0000,1904590.00,333056.00,37551.00,265281.00
1111004,111,2,9943,好樂迪股份有限公司,觀光事業,0.96,10.0000,1055194.00,69035.00,94272.00,141133.00
1111004,111,2,9944,新麗企業股份有限公司,其他,0.74,10.0000,1462049.00,121915.00,40640.00,87721.00
1111004,111,2,9945,潤泰創新國際股份有限公司,其他,4.78,10.0000,13936763.00,2108576.00,8161308.00,10075671.00
1111004,111,2,9946,三發地產股份有限公司(原:金革),建材營造,0.10,10.0000,993879.00,59964.00,-14336.00,31887.00
1111004,111,2,9955,佳龍科技工程股份有限公司,其他,-0.40,10.0000,659294.00,-43298.00,2446.00,-40852.00
1111004,111,2,9958,世紀鋼鐵結構股份有限公司,鋼鐵工業,1.52,10.0000,3964510.00,326509.00,122032.00,337324.00
